Log,LoggingLevel,Method
NAME,<init>,<org.apache.storm.generated.Nimbus$getTopologyInfoByName_args$_Fields: void <clinit>()>
getTopologyInfo,<init>,<org.apache.storm.generated.Nimbus$AsyncClient$getTopologyInfo_call: void write_args(org.apache.storm.thrift.protocol.TProtocol)>
Error when processing event,error,"<org.apache.storm.daemon.worker.WorkerState: void lambda$mkHaltingTimer$8(java.lang.Thread,java.lang.Throwable)>"
TTransportException writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$killTopologyWithOpts$1: void onComplete(java.lang.Void)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$killTopologyWithOpts$1: void onComplete(java.lang.Void)>
topology.bolts.message.id.field.name is not set,<init>,"<org.apache.storm.topology.StatefulWindowedBoltExecutor: void init(java.util.Map,org.apache.storm.task.TopologyContext,org.apache.storm.task.OutputCollector,org.apache.storm.state.KeyValueState)>"
getLogConfig_args(,<init>,<org.apache.storm.generated.Nimbus$getLogConfig_args: java.lang.String toString()>
getTopologyInfoByName,<init>,<org.apache.storm.generated.Nimbus$Processor$getTopologyInfoByName: void <init>()>
channelUnregistered <*>,debug,<org.apache.storm.messaging.netty.KerberosSaslClientHandler: void channelUnregistered(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext)>
WILL TRY TO SERIALIZE ALL TUPLES (Turn off <*> for production,warn,"<org.apache.storm.daemon.worker.WorkerState: void <init>(java.util.Map,org.apache.storm.messaging.IContext,java.lang.String,java.lang.String,java.util.function.Supplier,int,java.lang.String,java.util.Map,org.apache.storm.cluster.IStateStorage,org.apache.storm.cluster.IStormClusterState,java.util.Collection,org.apache.storm.metrics2.StormMetricRegistry,org.apache.storm.generated.Credentials)>"
Registering IConnectionCallbacks for <*>:<*>,info,"<org.apache.storm.daemon.worker.WorkerState: void <init>(java.util.Map,org.apache.storm.messaging.IContext,java.lang.String,java.lang.String,java.util.function.Supplier,int,java.lang.String,java.util.Map,org.apache.storm.cluster.IStateStorage,org.apache.storm.cluster.IStormClusterState,java.util.Collection,org.apache.storm.metrics2.StormMetricRegistry,org.apache.storm.generated.Credentials)>"
Async loop interrupted!,info,<org.apache.storm.utils.Utils$1: void run()>
Async loop died!,error,<org.apache.storm.utils.Utils$1: void run()>
TTransportException writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopologySummaryByName$1: void onComplete(org.apache.storm.generated.TopologySummary)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopologySummaryByName$1: void onComplete(org.apache.storm.generated.TopologySummary)>
"No ssl files requested, if you want to use SSL please set <*> to the list of files",info,<org.apache.storm.security.auth.AutoSSL: java.util.Collection getSSLFilesFromConf(java.util.Map)>
getTopologyInfo,sendBase,<org.apache.storm.generated.Nimbus$Client: void send_getTopologyInfo(java.lang.String)>
Replacing existing server for key <*>,info,"<org.apache.storm.messaging.local.Context: org.apache.storm.messaging.local.Context$LocalServer createLocalServer(java.lang.String,int,org.apache.storm.messaging.IConnectionCallback)>"
getTopologyPageInfo,<init>,<org.apache.storm.generated.Nimbus$Processor$getTopologyPageInfo: void <init>()>
E,<init>,<org.apache.storm.generated.Nimbus$killTopology_result$_Fields: void <clinit>()>
AZE,<init>,<org.apache.storm.generated.Nimbus$killTopology_result$_Fields: void <clinit>()>
getTopologyInfoByNameWithOpts,sendBase,"<org.apache.storm.generated.Nimbus$Client: void send_getTopologyInfoByNameWithOpts(java.lang.String,org.apache.storm.generated.GetInfoOptions)>"
<*> is not mounted,error,<org.apache.storm.container.cgroup.CgroupCenter: void umount(org.apache.storm.container.cgroup.Hierarchy)>
Data point with name <*> is null. Discarding.,warn,<org.apache.storm.metric.util.DataPointExpander: java.util.Collection expandDataPoint(org.apache.storm.metric.api.IMetricsConsumer$DataPoint)>
topology.tasks,put,"<org.apache.storm.daemon.StormCommon: void addAcker(java.util.Map,org.apache.storm.generated.StormTopology)>"
topology.tick.tuple.freq.secs,put,"<org.apache.storm.daemon.StormCommon: void addAcker(java.util.Map,org.apache.storm.generated.StormTopology)>"
topology.tick.tuple.freq.secs,put,"<org.apache.storm.daemon.StormCommon: void addAcker(java.util.Map,org.apache.storm.generated.StormTopology)>"
__acker,put_to_bolts,"<org.apache.storm.daemon.StormCommon: void addAcker(java.util.Map,org.apache.storm.generated.StormTopology)>"
TTransportException writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getLeader$1: void onComplete(org.apache.storm.generated.NimbusSummary)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getLeader$1: void onComplete(org.apache.storm.generated.NimbusSummary)>
validator: <*> cannot be used in MapEntryCustomValidator to validate keys. Individual entry validators must be an instance of Validator class,warn,"<org.apache.storm.validation.ConfigValidation$MapEntryCustomValidator: void validateField(java.lang.String,java.lang.Class[],java.lang.Class[],java.lang.Object)>"
validator: <*> cannot be used in MapEntryCustomValidator to validate values. Individual entry validators must be an instance of Validator class,warn,"<org.apache.storm.validation.ConfigValidation$MapEntryCustomValidator: void validateField(java.lang.String,java.lang.Class[],java.lang.Class[],java.lang.Object)>"
"Prepare streamState, txid <*>",debug,<org.apache.storm.topology.PersistentWindowedBoltExecutor: void prePrepare(long)>
Cannot prepare before initState,warn,<org.apache.storm.topology.PersistentWindowedBoltExecutor: void prePrepare(long)>
"Update window state, taskStream <*>, curState <*>, newState <*>",debug,<org.apache.storm.topology.StatefulWindowedBoltExecutor: void updateStreamState(java.util.Map)>
Could not load <*>,error,<org.apache.storm.utils.VersionInfo$VersionInfoImpl: void <init>(java.lang.String)>
getTopologyPageInfo_args,<init>,<org.apache.storm.generated.Nimbus$getTopologyPageInfo_args: void <clinit>()>
The baseSleepTimeMs <*> the maxSleepTimeMs <*> the maxRetries <*>,debug,"<org.apache.storm.utils.StormBoundedExponentialBackoffRetry: void <init>(int,int,int)>"
"Misconfiguration: the baseSleepTimeMs , baseSleepTimeMs,  can\'t be greater than the maxSleepTimeMs , maxSleepTimeMs, ., ",warn,"<org.apache.storm.utils.StormBoundedExponentialBackoffRetry: void <init>(int,int,int)>"
"Zookeeper state update:  <*>, <*>, <*>",debug,"<org.apache.storm.callback.DefaultWatcherCallBack: void execute(org.apache.storm.shade.org.apache.zookeeper.Watcher$Event$KeeperState,org.apache.storm.shade.org.apache.zookeeper.Watcher$Event$EventType,java.lang.String)>"
ID,<init>,<org.apache.storm.generated.Nimbus$getTopologyInfo_args$_Fields: void <clinit>()>
TTransportException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getSupervisorPageInfo$1: void onError(java.lang.Exception)>
TApplicationException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getSupervisorPageInfo$1: void onError(java.lang.Exception)>
Exception inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getSupervisorPageInfo$1: void onError(java.lang.Exception)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getSupervisorPageInfo$1: void onError(java.lang.Exception)>
"TGT valid starting at:        , <*>, ",info,<org.apache.storm.messaging.netty.Login: long getRefreshTime(javax.security.auth.kerberos.KerberosTicket)>
"TGT expires:                  , <*>, ",info,<org.apache.storm.messaging.netty.Login: long getRefreshTime(javax.security.auth.kerberos.KerberosTicket)>
Reconnected to remote <*>:<*>. ,info,<org.apache.storm.drpc.DRPCSpout: void lambda$reconnectAsync$0(org.apache.storm.drpc.DRPCInvocationsClient)>
Failed to reconnect to remote <*>:<*>. ,warn,<org.apache.storm.drpc.DRPCSpout: void lambda$reconnectAsync$0(org.apache.storm.drpc.DRPCInvocationsClient)>
reconnecting... ,info,<org.apache.storm.drpc.DRPCSpout: void reconnectSync(org.apache.storm.drpc.DRPCInvocationsClient)>
Failed to connect to DRPC server,error,<org.apache.storm.drpc.DRPCSpout: void reconnectSync(org.apache.storm.drpc.DRPCInvocationsClient)>
closing Netty Client <*>,info,<org.apache.storm.messaging.netty.Client: void close()>
"Rollback streamState, stateInitialized <*>",debug,<org.apache.storm.topology.StatefulWindowedBoltExecutor: void preRollback()>
"Generated ZooKeeper secret payload for MD-digest: , <*>, ",info,<org.apache.storm.StormSubmitter: java.util.Map prepareZookeeperAuthentication(java.util.Map)>
storm.zookeeper.topology.auth.payload,put,<org.apache.storm.StormSubmitter: java.util.Map prepareZookeeperAuthentication(java.util.Map)>
storm.zookeeper.topology.auth.scheme,put,<org.apache.storm.StormSubmitter: java.util.Map prepareZookeeperAuthentication(java.util.Map)>
"Processing action <*>, txid <*>",debug,<org.apache.storm.topology.BaseStatefulBoltExecutor: void processCheckpoint(org.apache.storm.tuple.Tuple)>
"Ignoring old transaction. Action <*>, txid <*>",debug,<org.apache.storm.topology.BaseStatefulBoltExecutor: void processCheckpoint(org.apache.storm.tuple.Tuple)>
Got error while processing checkpoint tuple,error,<org.apache.storm.topology.BaseStatefulBoltExecutor: void processCheckpoint(org.apache.storm.tuple.Tuple)>
"Waiting for action <*>, txid <*> from all input tasks. checkPointInputTaskCount <*>, transactionRequestCount <*>",debug,<org.apache.storm.topology.BaseStatefulBoltExecutor: void processCheckpoint(org.apache.storm.tuple.Tuple)>
handler.onTrigger failed ,error,<org.apache.storm.windowing.TimeTriggerPolicy$1: void run()>
"Node\'s current parallelism <*>, new parallelism <*>",debug,<org.apache.storm.streams.Stream: org.apache.storm.streams.Stream repartition(int)>
"Loading executor tasks , <*>, :, <*>, ",info,<org.apache.storm.executor.Executor: org.apache.storm.executor.ExecutorShutdown execute()>
"Finished loading executor , <*>, :, <*>, ",info,<org.apache.storm.executor.Executor: org.apache.storm.executor.ExecutorShutdown execute()>
"Failed to connect. Retrying... (, <*>, ) in , <*>, ms, ",debug,<org.apache.storm.security.auth.TBackoffConnect: void retryNext(org.apache.storm.thrift.transport.TTransportException)>
Nimbus connection retry interrupted.,info,<org.apache.storm.security.auth.TBackoffConnect: void retryNext(org.apache.storm.thrift.transport.TTransportException)>
TTransportException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopologySummaries$1: void onError(java.lang.Exception)>
TApplicationException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopologySummaries$1: void onError(java.lang.Exception)>
Exception inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopologySummaries$1: void onError(java.lang.Exception)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopologySummaries$1: void onError(java.lang.Exception)>
channelRegistered <*>,debug,<org.apache.storm.messaging.netty.KerberosSaslClientHandler: void channelRegistered(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext)>
getUserTopology_args,<init>,<org.apache.storm.generated.Nimbus$getUserTopology_args: void <clinit>()>
Server has sent us the SaslComplete message. Allowing normal work to proceed.,debug,"<org.apache.storm.messaging.netty.SaslStormClientHandler: void handleControlMessage(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext,org.apache.storm.messaging.netty.ControlMessage)>"
"Server returned a Sasl-complete message, but as far as we can tell, we are not authenticated yet.",error,"<org.apache.storm.messaging.netty.SaslStormClientHandler: void handleControlMessage(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext,org.apache.storm.messaging.netty.ControlMessage)>"
Unexpected control message: <*>,warn,"<org.apache.storm.messaging.netty.SaslStormClientHandler: void handleControlMessage(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext,org.apache.storm.messaging.netty.ControlMessage)>"
ID,<init>,<org.apache.storm.generated.Nimbus$getTopologyInfoWithOpts_args$_Fields: void <clinit>()>
OPTIONS,<init>,<org.apache.storm.generated.Nimbus$getTopologyInfoWithOpts_args$_Fields: void <clinit>()>
unpin \'<*>\',debug,<org.apache.storm.windowing.persistence.SimpleWindowPartitionCache: boolean unpin(java.lang.Object)>
pinned \'<*>\',debug,<org.apache.storm.windowing.persistence.SimpleWindowPartitionCache: boolean unpin(java.lang.Object)>
,set_is_include_sys,"<org.apache.storm.generated.Nimbus$getTopologyPageInfo_args: void setFieldValue(org.apache.storm.generated.Nimbus$getTopologyPageInfo_args$_Fields,java.lang.Object)>"
Swallowing <*> <*>,info,"<org.apache.storm.utils.Utils: void handleUncaughtException(java.lang.Throwable,java.util.Set,boolean)>"
Swallowing <*> <*>,info,"<org.apache.storm.utils.Utils: void handleUncaughtException(java.lang.Throwable,java.util.Set,boolean)>"
BOLT - sending heartbeat request to subprocess,debug,<org.apache.storm.task.ShellBolt$BoltWriterRunnable: void run()>
submitTopologyWithOpts,<init>,<org.apache.storm.generated.Nimbus$AsyncClient$submitTopologyWithOpts_call: void write_args(org.apache.storm.thrift.protocol.TProtocol)>
set-path: <*>,info,"<org.apache.storm.cluster.StormClusterStateImpl: void setupBlob(java.lang.String,org.apache.storm.nimbus.NimbusInfo,java.lang.Integer)>"
"Service principal:, <*>, ",info,"<org.apache.storm.security.auth.kerberos.KerberosSaslTransportPlugin$TUGIAssumingTransportFactory: void <init>(org.apache.storm.thrift.transport.TTransportFactory,javax.security.auth.Subject)>"
submitTopologyWithOpts,<init>,<org.apache.storm.generated.Nimbus$Processor$submitTopologyWithOpts: void <init>()>
getTopologySummary_result(,<init>,<org.apache.storm.generated.Nimbus$getTopologySummary_result: java.lang.String toString()>
"DRPCInvocationsClient <*>:<*> connection failed, no pending reconnection. Try reconnecting...",warn,<org.apache.storm.drpc.DRPCSpout: void reconnectAsync(org.apache.storm.drpc.DRPCInvocationsClient)>
TOPOLOGY_ID,<init>,<org.apache.storm.generated.LocalAssignment$_Fields: void <clinit>()>
name callback,debug,<org.apache.storm.security.auth.kerberos.ClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
password callback,debug,<org.apache.storm.security.auth.kerberos.ClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
"Could not login: the client is being asked for a password, but the  client code does not currently support obtaining a password from the user. Make sure that the client is configured to use a ticket cache (using the JAAS configuration setting \'useTicketCache=true)\' and restart the client. If you still get this message after that, the TGT in the ticket cache has expired and must be manually refreshed. To do so, first determine if you are using a password or a keytab. If the former, run kinit in a Unix shell in the environment of the user who is running this client using the command \'kinit <princ>\' (where <princ> is the name of the client\'s Kerberos principal). If the latter, do \'kinit -k -t <keytab> <princ>\' (where <princ> is the name of the Kerberos principal, and <keytab> is the location of the keytab file). After manually refreshing your cache, restart this client. If you continue to see this message after manually refreshing your cache, ensure that your KDC host\'s clock is in sync with this host\'s clock.",warn,<org.apache.storm.security.auth.kerberos.ClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
authorization callback,debug,<org.apache.storm.security.auth.kerberos.ClientCallbackHandler: void handle(javax.security.auth.callback.Callback[])>
Closing,debug,<org.apache.storm.trident.spout.PartitionedTridentSpoutExecutor$Coordinator: void close()>
Closed,debug,<org.apache.storm.trident.spout.PartitionedTridentSpoutExecutor$Coordinator: void close()>
blob delete failed - key: <*> continue...,warn,<org.apache.storm.dependency.DependencyUploader: void deleteBlobs(java.util.List)>
"Getting previous state = <*>, txid = <*>",debug,<org.apache.storm.trident.topology.state.RotatingTransactionalState: java.lang.Object getPreviousState(long)>
<*>,trace,<org.apache.storm.trident.topology.state.RotatingTransactionalState: java.lang.Object getPreviousState(long)>
Closing,debug,<org.apache.storm.trident.spout.OpaquePartitionedTridentSpoutExecutor$Coordinator: void close()>
Closed,debug,<org.apache.storm.trident.spout.OpaquePartitionedTridentSpoutExecutor$Coordinator: void close()>
ClassNotFoundException: <*>,warn,"<org.apache.storm.validation.ConfigValidation$ImplementsClassValidator: void validateField(java.lang.String,java.lang.Object)>"
Replace backtype.storm with org.apache.storm and try to validate again,warn,"<org.apache.storm.validation.ConfigValidation$ImplementsClassValidator: void validateField(java.lang.String,java.lang.Object)>"
We loosen some constraints here to support topologies of older version running on the current version,warn,"<org.apache.storm.validation.ConfigValidation$ImplementsClassValidator: void validateField(java.lang.String,java.lang.Object)>"
Running as user: <*> command: <*>,info,"<org.apache.storm.daemon.supervisor.ClientSupervisorUtils: java.lang.Process processLauncher(java.util.Map,java.lang.String,java.util.List,java.util.List,java.util.Map,java.lang.String,org.apache.storm.daemon.supervisor.ExitCodeCallback,java.io.File)>"
"Emitting Batch. transaction = <*>, coordinatorMeta = <*>, collector = <*>",debug,"<org.apache.storm.trident.spout.PartitionedTridentSpoutExecutor$Emitter: void emitBatch(org.apache.storm.trident.topology.TransactionAttempt,java.lang.Object,org.apache.storm.trident.operation.TridentCollector)>"
"Emitted Batch. tx = <*>, coordinatorMeta = <*>, collector = <*>",debug,"<org.apache.storm.trident.spout.PartitionedTridentSpoutExecutor$Emitter: void emitBatch(org.apache.storm.trident.topology.TransactionAttempt,java.lang.Object,org.apache.storm.trident.operation.TridentCollector)>"
TTransportException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$uploadChunk$1: void onError(java.lang.Exception)>
TApplicationException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$uploadChunk$1: void onError(java.lang.Exception)>
Exception inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$uploadChunk$1: void onError(java.lang.Exception)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$uploadChunk$1: void onError(java.lang.Exception)>
Failed to pull username/password out of jaas conf,error,"<org.apache.storm.security.auth.ClientAuthUtils: java.lang.String makeDigestPayload(java.util.Map,java.lang.String)>"
Cant run SHA- digest. Algorithm not available.,error,"<org.apache.storm.security.auth.ClientAuthUtils: java.lang.String makeDigestPayload(java.util.Map,java.lang.String)>"
SPOUT Failing <*> : <*> REASON: <*>,info,"<org.apache.storm.executor.spout.SpoutExecutor: void failSpoutMsg(org.apache.storm.executor.spout.SpoutExecutor,org.apache.storm.daemon.Task,java.lang.Long,org.apache.storm.executor.TupleInfo,java.lang.String)>"
,applyOn,"<org.apache.storm.executor.spout.SpoutExecutor: void failSpoutMsg(org.apache.storm.executor.spout.SpoutExecutor,org.apache.storm.daemon.Task,java.lang.Long,org.apache.storm.executor.TupleInfo,java.lang.String)>"
Starting...,debug,<org.apache.storm.metrics2.reporters.ScheduledStormReporter: void start()>
submitTopology,sendBase,"<org.apache.storm.generated.Nimbus$Client: void send_submitTopology(java.lang.String,java.lang.String,java.lang.String,org.apache.storm.generated.StormTopology)>"
Hadoop was not found on the class path,info,<org.apache.storm.security.auth.kerberos.AutoTGT: void loginHadoopUser(javax.security.auth.Subject)>
"Hadoop is on the classpath but not configured for security, if you want security you need to be sure that hadoop.security.authentication=kerberos in core-site.xml in your jar",warn,<org.apache.storm.security.auth.kerberos.AutoTGT: void loginHadoopUser(javax.security.auth.Subject)>
Invoking Hadoop UserGroupInformation.loginUserFromSubject.,info,<org.apache.storm.security.auth.kerberos.AutoTGT: void loginHadoopUser(javax.security.auth.Subject)>
UserGroupInformation.loginUserFromSubject will spawn a TGT renewal thread (\TGT Renewer for <username>\) to execute \kinit -R\ command some time before the current TGT expires. It will fail because TGT is not in the local TGT cache and the thread will eventually abort. Exceptions from this TGT renewal thread can be ignored. Note: TGT for the Worker is kept in memory. Please refer to STORM- for detailed explanations,warn,<org.apache.storm.security.auth.kerberos.AutoTGT: void loginHadoopUser(javax.security.auth.Subject)>
Something went wrong while trying to initialize Hadoop through reflection. This version of hadoop may not be compatible.,error,<org.apache.storm.security.auth.kerberos.AutoTGT: void loginHadoopUser(javax.security.auth.Subject)>
TOPO_IDS,<init>,<org.apache.storm.generated.TopologyHistoryInfo$_Fields: void <clinit>()>
getTopologyConf_args,<init>,<org.apache.storm.generated.Nimbus$getTopologyConf_args: void <clinit>()>
setLogConfig,<init>,<org.apache.storm.generated.Nimbus$AsyncClient$setLogConfig_call: void write_args(org.apache.storm.thrift.protocol.TProtocol)>
<*> interrupted,info,<org.apache.storm.daemon.supervisor.ClientSupervisorUtils$1: java.lang.Long call()>
Could not teardown heartbeats for <*>.,warn,<org.apache.storm.cluster.StormClusterStateImpl: void teardownHeartbeats(java.lang.String)>
<*>\nAC: <*>\nNC: <*>\nPC: <*>\nRC: <*>,debug,"<org.apache.storm.security.auth.sasl.SimpleSaslServerCallbackHandler: void log(java.lang.String,javax.security.sasl.AuthorizeCallback,javax.security.auth.callback.NameCallback,javax.security.auth.callback.PasswordCallback,javax.security.sasl.RealmCallback)>"
TTransportException writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$activate$1: void onComplete(java.lang.Void)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$activate$1: void onComplete(java.lang.Void)>
Uploading dependencies - jars...,info,<org.apache.storm.StormSubmitter: java.util.List uploadDependencyJarsToBlobStore(org.apache.storm.dependency.DependencyUploader)>
my-custom-shellspout-metric,registerMetric,"<org.apache.storm.testing.PythonShellMetricsSpout: void open(java.util.Map,org.apache.storm.task.TopologyContext,org.apache.storm.spout.SpoutOutputCollector)>"
NAMED_LOGGER_LEVEL,<init>,<org.apache.storm.generated.LogConfig$_Fields: void <clinit>()>
,shuffleGrouping,"<org.apache.storm.streams.StreamBuilder: void declareGrouping(org.apache.storm.topology.BoltDeclarer,org.apache.storm.streams.Node,java.lang.String,org.apache.storm.streams.GroupingInfo)>"
"Found tgt , ticket, ., ",debug,<org.apache.storm.messaging.netty.Login: javax.security.auth.kerberos.KerberosTicket getTGT()>
"Launched subprocess with pid , <*>, ",info,"<org.apache.storm.spout.ShellSpout: void open(java.util.Map,org.apache.storm.task.TopologyContext,org.apache.storm.spout.SpoutOutputCollector)>"
BOLT ack TASK: <*> TIME: <*> TUPLE: <*>,info,<org.apache.storm.executor.bolt.BoltOutputCollectorImpl: void ack(org.apache.storm.tuple.Tuple)>
,applyOn,<org.apache.storm.executor.bolt.BoltOutputCollectorImpl: void ack(org.apache.storm.tuple.Tuple)>
Using servers: <*>,debug,<org.apache.storm.pacemaker.PacemakerClientPool: java.util.List sendAll(org.apache.storm.generated.HBMessage)>
"Failed to connect to the pacemaker server <*>, attempting to reconnect",warn,<org.apache.storm.pacemaker.PacemakerClientPool: java.util.List sendAll(org.apache.storm.generated.HBMessage)>
Starting waterMarkEventGenerator,debug,<org.apache.storm.topology.WindowedBoltExecutor: void start()>
Starting trigger policy,debug,<org.apache.storm.topology.WindowedBoltExecutor: void start()>
TTransportException writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$isTopologyNameAllowed$1: void onComplete(java.lang.Boolean)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$isTopologyNameAllowed$1: void onComplete(java.lang.Boolean)>
In checkpoint,debug,<org.apache.storm.spout.CheckpointSpout: void doCheckpoint()>
Got exception ,error,<org.apache.storm.windowing.TimeTriggerPolicy: void checkFailures()>
Got exception ,error,<org.apache.storm.windowing.TimeTriggerPolicy: void checkFailures()>
,<init>,<org.apache.storm.windowing.TimeTriggerPolicy: void checkFailures()>
Could not teardown errors for <*>.,warn,<org.apache.storm.cluster.StormClusterStateImpl: void teardownTopologyErrors(java.lang.String)>
killTopology,<init>,<org.apache.storm.generated.Nimbus$AsyncProcessor$killTopology: void <init>()>
getTopologyInfoByNameWithOpts,<init>,<org.apache.storm.generated.Nimbus$AsyncClient$getTopologyInfoByNameWithOpts_call: void write_args(org.apache.storm.thrift.protocol.TProtocol)>
"invoking windowLifecycleListener onActivation, <*> events in window.",debug,<org.apache.storm.windowing.WindowManager: boolean onTrigger()>
"No events in the window, skipping onActivation",debug,<org.apache.storm.windowing.WindowManager: boolean onTrigger()>
Flushing modified partitions,debug,<org.apache.storm.windowing.persistence.WindowState: void flush()>
"Interrupted while joining on: , t, ",warn,<org.apache.storm.utils.ShellUtils: void joinThread(java.lang.Thread)>
"LocalState file \'<*>\' contained no data, resetting state",warn,<org.apache.storm.utils.LocalState: java.util.Map partialDeserializeLatestVersion(org.apache.storm.thrift.TDeserializer)>
"Denying unsupported operation \, operation, \ from , <*>, ",warn,"<org.apache.storm.security.auth.authorizer.DRPCAuthorizerBase: boolean permit(org.apache.storm.security.auth.ReqContext,java.lang.String,java.util.Map)>"
getTopologySummaryByName,<init>,<org.apache.storm.generated.Nimbus$AsyncClient$getTopologySummaryByName_call: void write_args(org.apache.storm.thrift.protocol.TProtocol)>
Failed to delete heartbeat <*>,debug,<org.apache.storm.cluster.PaceMakerStateStorage: void delete_worker_hb(java.lang.String)>
Unable to delete_worker_hb from every pacemaker.,warn,<org.apache.storm.cluster.PaceMakerStateStorage: void delete_worker_hb(java.lang.String)>
Unable to delete_worker_hb from any pacemaker.,error,<org.apache.storm.cluster.PaceMakerStateStorage: void delete_worker_hb(java.lang.String)>
<*> Failed to delete_worker_hb. Will make <*> more attempts.,debug,<org.apache.storm.cluster.PaceMakerStateStorage: void delete_worker_hb(java.lang.String)>
delete_worker_hb got interrupted: <*>,debug,<org.apache.storm.cluster.PaceMakerStateStorage: void delete_worker_hb(java.lang.String)>
Getting or initializing state. txid = <*> => state = <*>,debug,"<org.apache.storm.trident.topology.state.RotatingTransactionalState: java.lang.Object getState(long,org.apache.storm.trident.topology.state.RotatingTransactionalState$StateInitializer)>"
<*>,trace,"<org.apache.storm.trident.topology.state.RotatingTransactionalState: java.lang.Object getState(long,org.apache.storm.trident.topology.state.RotatingTransactionalState$StateInitializer)>"
TOPOLOGY_ID,<init>,<org.apache.storm.generated.WorkerTokenInfo$_Fields: void <clinit>()>
Field <*> does not have validator annotation,warn,"<org.apache.storm.validation.ConfigValidation: void validateField(java.lang.reflect.Field,java.util.Map)>"
<*> is a deprecated config please see <*>.<*> for more information.,warn,"<org.apache.storm.validation.ConfigValidation: void validateField(java.lang.reflect.Field,java.util.Map)>"
$checkpoint,declareStream,<org.apache.storm.topology.BaseStatefulBoltExecutor: void declareCheckpointStream(org.apache.storm.topology.OutputFieldsDeclarer)>
TTransportException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopology$1: void onError(java.lang.Exception)>
TApplicationException inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopology$1: void onError(java.lang.Exception)>
Exception inside handler,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopology$1: void onError(java.lang.Exception)>
Exception writing to internal frame buffer,error,<org.apache.storm.generated.Nimbus$AsyncProcessor$getTopology$1: void onError(java.lang.Exception)>
invoking windowLifecycleListener onActivation with iterator,debug,<org.apache.storm.windowing.StatefulWindowManager: boolean onTrigger()>
"No events in the window, skipping onActivation",debug,<org.apache.storm.windowing.StatefulWindowManager: boolean onTrigger()>
"isReady = <*>, txid = <*>",debug,<org.apache.storm.trident.spout.OpaquePartitionedTridentSpoutExecutor$Coordinator: boolean isReady(long)>
Attempting to instantiate reporter class: <*>,info,"<org.apache.storm.metrics2.StormMetricRegistry: void startReporter(java.util.Map,java.util.Map)>"
server errors in handling the request from <*>,error,"<org.apache.storm.messaging.netty.StormServerHandler: void exceptionCaught(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext,java.lang.Throwable)>"
Received error in netty thread.. terminating server...,info,"<org.apache.storm.messaging.netty.StormServerHandler: void exceptionCaught(org.apache.storm.shade.io.netty.channel.ChannelHandlerContext,java.lang.Throwable)>"
"do as:, <*>, ",debug,<org.apache.storm.security.auth.kerberos.KerberosSaslTransportPlugin$1: java.lang.Void run()>
"Client failed to open SaslClientTransport to interact with a server during session initiation: , <*>, ",error,<org.apache.storm.security.auth.kerberos.KerberosSaslTransportPlugin$1: java.lang.Void run()>
Uploading dependencies - artifacts...,info,<org.apache.storm.StormSubmitter: java.util.List uploadDependencyArtifactsToBlobStore(org.apache.storm.dependency.DependencyUploader)>
